"Year","City","Sport","Discipline","NOC","Event","Event.gender","Medal","isgold"
2002,"Salt Lake City","Skiing","Snowboard","USA","Giant parallel slalom","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Snowboard","USA","Half-pipe","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Snowboard","USA","Half-pipe","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Snowboard","USA","Half-pipe","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Snowboard","USA","Half-pipe","W","Gold",TRUE
2006,"Turin","Skiing","Freestyle Ski.","AUS","aerials","W","Bronze",FALSE
2006,"Turin","Skiing","Freestyle Ski.","AUS","moguls","M","Gold",TRUE
2006,"Turin","Luge","Luge","AUT","doubles","X","Gold",TRUE
2006,"Turin","Skiing","Alpine Skiing","AUT","Alpine combined","M","Bronze",FALSE
2006,"Turin","Skiing","Alpine Skiing","AUT","Alpine combined","W","Silver",FALSE
2006,"Turin","Skiing","Alpine Skiing","AUT","downhill","M","Silver",FALSE
2006,"Turin","Skiing","Alpine Skiing","AUT","downhill","W","Gold",TRUE
2006,"Turin","Skiing","Alpine Skiing","AUT","giant slalom","M","Bronze",FALSE
2006,"Turin","Skiing","Alpine Skiing","AUT","giant slalom","M","Gold",TRUE
2006,"Turin","Skiing","Alpine Skiing","AUT","slalom","M","Bronze",FALSE
2006,"Turin","Skiing","Alpine Skiing","AUT","slalom","M","Gold",TRUE
2006,"Turin","Skiing","Alpine Skiing","AUT","slalom","M","Silver",FALSE
2006,"Turin","Skiing","Alpine Skiing","AUT","slalom","W","Bronze",FALSE
2006,"Turin","Skiing","Alpine Skiing","AUT","slalom","W","Silver",FALSE
2006,"Turin","Skiing","Alpine Skiing","AUT","super-G","M","Silver",FALSE
2006,"Turin","Skiing","Alpine Skiing","AUT","super-G","W","Bronze",FALSE
2006,"Turin","Skiing","Alpine Skiing","AUT","super-G","W","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","AUT","50km","M","Bronze",FALSE
2006,"Turin","Skiing","Nordic Combined","AUT","Individual","M","Silver",FALSE
2006,"Turin","Skiing","Nordic Combined","AUT","Individual sprint","M","Gold",TRUE
2006,"Turin","Skiing","Nordic Combined","AUT","Team","M","Gold",TRUE
2006,"Turin","Skiing","Ski Jumping","AUT","K120 individual (90m)","M","Gold",TRUE
2006,"Turin","Skiing","Ski Jumping","AUT","K120 individual (90m)","M","Silver",FALSE
2006,"Turin","Skiing","Ski Jumping","AUT","K120 team (90m)","M","Gold",TRUE
2006,"Turin","Skiing","Snowboard","AUT","Giant parallel slalom","M","Bronze",FALSE
2006,"Turin","Skiing","Freestyle Ski.","BLR","aerials","M","Silver",FALSE
2006,"Turin","Skating","Short Track S.","BUL","500m","W","Silver",FALSE
2006,"Turin","Bobsleigh","Bobsleigh","CAN","two-man","M","Silver",FALSE
2006,"Turin","Bobsleigh","Skeleton","CAN","individual","M","Gold",TRUE
2006,"Turin","Bobsleigh","Skeleton","CAN","individual","M","Silver",FALSE
2006,"Turin","Bobsleigh","Skeleton","CAN","individual","W","Bronze",FALSE
2006,"Turin","Curling","Curling","CAN","curling","M","Gold",TRUE
2006,"Turin","Curling","Curling","CAN","curling","W","Bronze",FALSE
2006,"Turin","Ice Hockey","Ice Hockey","CAN","ice hockey","W","Gold",TRUE
2006,"Turin","Skating","Figure skating","CAN","individual","M","Bronze",FALSE
2006,"Turin","Skating","Short Track S.","CAN","3000m relay","W","Silver",FALSE
2006,"Turin","Skating","Short Track S.","CAN","5000m relay","M","Silver",FALSE
2006,"Turin","Skating","Short Track S.","CAN","500m","M","Silver",FALSE
2006,"Turin","Skating","Short Track S.","CAN","500m","W","Bronze",FALSE
2006,"Turin","Skating","Speed skating","CAN","1000m","W","Silver",FALSE
2006,"Turin","Skating","Speed skating","CAN","1500m","W","Gold",TRUE
2006,"Turin","Skating","Speed skating","CAN","1500m","W","Silver",FALSE
2006,"Turin","Skating","Speed skating","CAN","3000m","W","Bronze",FALSE
2006,"Turin","Skating","Speed skating","CAN","5000m","W","Bronze",FALSE
2006,"Turin","Skating","Speed skating","CAN","5000m","W","Gold",TRUE
2006,"Turin","Skating","Speed skating","CAN","Team pursuit","M","Silver",FALSE
2006,"Turin","Skating","Speed skating","CAN","Team pursuit","W","Silver",FALSE
2006,"Turin","Skiing","Cross Country S","CAN","sprint 1.5km","W","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","CAN","Team sprint","W","Silver",FALSE
2006,"Turin","Skiing","Freestyle Ski.","CAN","moguls","W","Gold",TRUE
2006,"Turin","Skiing","Snowboard","CAN","Snowboard Cross","W","Bronze",FALSE
2006,"Turin","Skating","Figure skating","CHN","pairs","X","Bronze",FALSE
2006,"Turin","Skating","Figure skating","CHN","pairs","X","Silver",FALSE
2006,"Turin","Skating","Short Track S.","CHN","1000m","W","Bronze",FALSE
2006,"Turin","Skating","Short Track S.","CHN","1000m","W","Silver",FALSE
2006,"Turin","Skating","Short Track S.","CHN","1500m","M","Bronze",FALSE
2006,"Turin","Skating","Short Track S.","CHN","1500m","W","Bronze",FALSE
2006,"Turin","Skating","Short Track S.","CHN","500m","W","Gold",TRUE
2006,"Turin","Skating","Speed skating","CHN","500m","W","Bronze",FALSE
2006,"Turin","Skating","Speed skating","CHN","500m","W","Silver",FALSE
2006,"Turin","Skiing","Freestyle Ski.","CHN","aerials","M","Gold",TRUE
2006,"Turin","Skiing","Freestyle Ski.","CHN","aerials","W","Silver",FALSE
2006,"Turin","Skiing","Alpine Skiing","CRO","Alpine combined","M","Silver",FALSE
2006,"Turin","Skiing","Alpine Skiing","CRO","Alpine combined","W","Gold",TRUE
2006,"Turin","Skiing","Alpine Skiing","CRO","super-G","W","Silver",FALSE
2006,"Turin","Ice Hockey","Ice Hockey","CZE","ice hockey","M","Bronze",FALSE
2006,"Turin","Skiing","Cross Country S","CZE","15km","M","Silver",FALSE
2006,"Turin","Skiing","Cross Country S","CZE","30km","W","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","CZE","Combined 7.5 + 7.5km mass start","W","Silver",FALSE
2006,"Turin","Skiing","Cross Country S","EST","10km","W","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","EST","15km","M","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","EST","Combined 7.5 + 7.5km mass start","W","Gold",TRUE
2006,"Turin","Curling","Curling","FIN","curling","M","Silver",FALSE
2006,"Turin","Ice Hockey","Ice Hockey","FIN","ice hockey","M","Silver",FALSE
2006,"Turin","Skiing","Alpine Skiing","FIN","giant slalom","W","Silver",FALSE
2006,"Turin","Skiing","Cross Country S","FIN","Team sprint","W","Bronze",FALSE
2006,"Turin","Skiing","Freestyle Ski.","FIN","moguls","M","Silver",FALSE
2006,"Turin","Skiing","Nordic Combined","FIN","Team","M","Bronze",FALSE
2006,"Turin","Skiing","Ski Jumping","FIN","K120 team (90m)","M","Silver",FALSE
2006,"Turin","Skiing","Ski Jumping","FIN","K90 individual (70m)","M","Silver",FALSE
2006,"Turin","Skiing","Snowboard","FIN","Half-pipe","M","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","FRA","12.5km pursuit","M","Gold",TRUE
2006,"Turin","Biathlon","Biathlon","FRA","4x6km relay","W","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","FRA","4x7.5km relay","M","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","FRA","7.5km","W","Gold",TRUE
2006,"Turin","Skiing","Alpine Skiing","FRA","downhill","M","Gold",TRUE
2006,"Turin","Skiing","Alpine Skiing","FRA","giant slalom","M","Silver",FALSE
2006,"Turin","Skiing","Cross Country S","FRA","Sprint 1,5km","M","Silver",FALSE
2006,"Turin","Skiing","Freestyle Ski.","FRA","moguls","W","Bronze",FALSE
2006,"Turin","Skiing","Snowboard","FRA","Snowboard Cross","M","Bronze",FALSE
2006,"Turin","Bobsleigh","Skeleton","GBR","individual","W","Silver",FALSE
2006,"Turin","Biathlon","Biathlon","GER","10km","M","Gold",TRUE
2006,"Turin","Biathlon","Biathlon","GER","10km pursuit","W","Gold",TRUE
2006,"Turin","Biathlon","Biathlon","GER","10km pursuit","W","Silver",FALSE
2006,"Turin","Biathlon","Biathlon","GER","12,5km mass start","W","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","GER","12,5km mass start","W","Silver",FALSE
2006,"Turin","Biathlon","Biathlon","GER","12.5km pursuit","M","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","GER","15km","W","Silver",FALSE
2006,"Turin","Biathlon","Biathlon","GER","15km mass start","M","Gold",TRUE
2006,"Turin","Biathlon","Biathlon","GER","20km","M","Gold",TRUE
2006,"Turin","Biathlon","Biathlon","GER","4x6km relay","W","Silver",FALSE
2006,"Turin","Biathlon","Biathlon","GER","4x7.5km relay","M","Gold",TRUE
2006,"Turin","Bobsleigh","Bobsleigh","GER","four-man","M","Gold",TRUE
2006,"Turin","Bobsleigh","Bobsleigh","GER","two-man","M","Gold",TRUE
2006,"Turin","Bobsleigh","Bobsleigh","GER","two-man","W","Gold",TRUE
2006,"Turin","Luge","Luge","GER","doubles","X","Silver",FALSE
2006,"Turin","Luge","Luge","GER","singles","W","Bronze",FALSE
2006,"Turin","Luge","Luge","GER","singles","W","Gold",TRUE
2006,"Turin","Luge","Luge","GER","singles","W","Silver",FALSE
2006,"Turin","Skating","Speed skating","GER","1000m","W","Bronze",FALSE
2006,"Turin","Skating","Speed skating","GER","5000m","W","Silver",FALSE
2006,"Turin","Skating","Speed skating","GER","Team pursuit","W","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","GER","15km","M","Bronze",FALSE
2006,"Turin","Skiing","Cross Country S","GER","4x10km relay","M","Silver",FALSE
2006,"Turin","Skiing","Cross Country S","GER","4x5km relay","W","Silver",FALSE
2006,"Turin","Skiing","Cross Country S","GER","sprint 1.5km","W","Silver",FALSE
2006,"Turin","Skiing","Nordic Combined","GER","Individual","M","Gold",TRUE
2006,"Turin","Skiing","Nordic Combined","GER","Individual sprint","M","Bronze",FALSE
2006,"Turin","Skiing","Nordic Combined","GER","Team","M","Silver",FALSE
2006,"Turin","Skiing","Snowboard","GER","Giant parallel slalom","W","Silver",FALSE
2006,"Turin","Bobsleigh","Bobsleigh","ITA","two-man","W","Bronze",FALSE
2006,"Turin","Luge","Luge","ITA","doubles","X","Bronze",FALSE
2006,"Turin","Luge","Luge","ITA","singles","M","Gold",TRUE
2006,"Turin","Skating","Short Track S.","ITA","3000m relay","W","Bronze",FALSE
2006,"Turin","Skating","Speed skating","ITA","1500m","M","Gold",TRUE
2006,"Turin","Skating","Speed skating","ITA","5000m","M","Bronze",FALSE
2006,"Turin","Skating","Speed skating","ITA","Team pursuit","M","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","ITA","4x10km relay","M","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","ITA","4x5km relay","W","Bronze",FALSE
2006,"Turin","Skiing","Cross Country S","ITA","50km","M","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","ITA","Combined 15 + 15km mass start","M","Bronze",FALSE
2006,"Turin","Skating","Figure skating","JPN","individual","W","Gold",TRUE
2006,"Turin","Skating","Short Track S.","KOR","1000m","M","Gold",TRUE
2006,"Turin","Skating","Short Track S.","KOR","1000m","M","Silver",FALSE
2006,"Turin","Skating","Short Track S.","KOR","1000m","W","Gold",TRUE
2006,"Turin","Skating","Short Track S.","KOR","1500m","M","Gold",TRUE
2006,"Turin","Skating","Short Track S.","KOR","1500m","M","Silver",FALSE
2006,"Turin","Skating","Short Track S.","KOR","1500m","W","Gold",TRUE
2006,"Turin","Skating","Short Track S.","KOR","1500m","W","Silver",FALSE
2006,"Turin","Skating","Short Track S.","KOR","3000m relay","W","Gold",TRUE
2006,"Turin","Skating","Short Track S.","KOR","5000m relay","M","Gold",TRUE
2006,"Turin","Skating","Short Track S.","KOR","500m","M","Bronze",FALSE
2006,"Turin","Skating","Speed skating","KOR","500m","M","Bronze",FALSE
2006,"Turin","Luge","Luge","LAT","singles","M","Bronze",FALSE
2006,"Turin","Skating","Speed skating","NED","10000m","M","Bronze",FALSE
2006,"Turin","Skating","Speed skating","NED","10000m","M","Gold",TRUE
2006,"Turin","Skating","Speed skating","NED","1000m","M","Bronze",FALSE
2006,"Turin","Skating","Speed skating","NED","1000m","W","Gold",TRUE
2006,"Turin","Skating","Speed skating","NED","1500m","W","Bronze",FALSE
2006,"Turin","Skating","Speed skating","NED","3000m","W","Gold",TRUE
2006,"Turin","Skating","Speed skating","NED","3000m","W","Silver",FALSE
2006,"Turin","Skating","Speed skating","NED","5000m","M","Silver",FALSE
2006,"Turin","Skating","Speed skating","NED","Team pursuit","M","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","NOR","10km","M","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","NOR","10km","M","Silver",FALSE
2006,"Turin","Biathlon","Biathlon","NOR","12.5km pursuit","M","Silver",FALSE
2006,"Turin","Biathlon","Biathlon","NOR","15km mass start","M","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","NOR","20km","M","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","NOR","20km","M","Silver",FALSE
2006,"Turin","Skiing","Alpine Skiing","NOR","super-G","M","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","NOR","10km","W","Bronze",FALSE
2006,"Turin","Skiing","Cross Country S","NOR","10km","W","Silver",FALSE
2006,"Turin","Skiing","Cross Country S","NOR","Combined 15 + 15km mass start","M","Silver",FALSE
2006,"Turin","Skiing","Cross Country S","NOR","Team sprint","M","Silver",FALSE
2006,"Turin","Skiing","Freestyle Ski.","NOR","moguls","W","Silver",FALSE
2006,"Turin","Skiing","Nordic Combined","NOR","Individual","M","Bronze",FALSE
2006,"Turin","Skiing","Nordic Combined","NOR","Individual sprint","M","Silver",FALSE
2006,"Turin","Skiing","Ski Jumping","NOR","K120 individual (90m)","M","Bronze",FALSE
2006,"Turin","Skiing","Ski Jumping","NOR","K120 team (90m)","M","Bronze",FALSE
2006,"Turin","Skiing","Ski Jumping","NOR","K90 individual (70m)","M","Bronze",FALSE
2006,"Turin","Skiing","Ski Jumping","NOR","K90 individual (70m)","M","Gold",TRUE
2006,"Turin","Skiing","Snowboard","NOR","Half-pipe","W","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","POL","15km mass start","M","Silver",FALSE
2006,"Turin","Skiing","Cross Country S","POL","30km","W","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","RUS","10km pursuit","W","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","RUS","15km","W","Bronze",FALSE
2006,"Turin","Biathlon","Biathlon","RUS","15km","W","Gold",TRUE
2006,"Turin","Biathlon","Biathlon","RUS","4x6km relay","W","Gold",TRUE
2006,"Turin","Biathlon","Biathlon","RUS","4x7.5km relay","M","Silver",FALSE
2006,"Turin","Bobsleigh","Bobsleigh","RUS","four-man","M","Silver",FALSE
2006,"Turin","Luge","Luge","RUS","singles","M","Silver",FALSE
2006,"Turin","Skating","Figure skating","RUS","ice dancing","X","Gold",TRUE
2006,"Turin","Skating","Figure skating","RUS","individual","M","Gold",TRUE
2006,"Turin","Skating","Figure skating","RUS","individual","W","Bronze",FALSE
2006,"Turin","Skating","Figure skating","RUS","pairs","X","Gold",TRUE
2006,"Turin","Skating","Speed skating","RUS","500m","M","Silver",FALSE
2006,"Turin","Skating","Speed skating","RUS","500m","W","Gold",TRUE
2006,"Turin","Skating","Speed skating","RUS","Team pursuit","W","Bronze",FALSE
2006,"Turin","Skiing","Cross Country S","RUS","30km","W","Silver",FALSE
2006,"Turin","Skiing","Cross Country S","RUS","4x5km relay","W","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","RUS","50km","M","Silver",FALSE
2006,"Turin","Skiing","Cross Country S","RUS","Combined 15 + 15km mass start","M","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","RUS","Combined 7.5 + 7.5km mass start","W","Bronze",FALSE
2006,"Turin","Skiing","Cross Country S","RUS","sprint 1.5km","W","Bronze",FALSE
2006,"Turin","Skiing","Cross Country S","RUS","Team sprint","M","Bronze",FALSE
2006,"Turin","Skiing","Freestyle Ski.","RUS","aerials","M","Bronze",FALSE
2006,"Turin","Bobsleigh","Bobsleigh","SUI","four-man","M","Bronze",FALSE
2006,"Turin","Bobsleigh","Bobsleigh","SUI","two-man","M","Bronze",FALSE
2006,"Turin","Bobsleigh","Skeleton","SUI","individual","M","Bronze",FALSE
2006,"Turin","Bobsleigh","Skeleton","SUI","individual","W","Gold",TRUE
2006,"Turin","Curling","Curling","SUI","curling","W","Silver",FALSE
2006,"Turin","Skating","Figure skating","SUI","individual","M","Silver",FALSE
2006,"Turin","Skiing","Alpine Skiing","SUI","downhill","M","Bronze",FALSE
2006,"Turin","Skiing","Alpine Skiing","SUI","downhill","W","Silver",FALSE
2006,"Turin","Skiing","Alpine Skiing","SUI","super-G","M","Bronze",FALSE
2006,"Turin","Skiing","Freestyle Ski.","SUI","aerials","W","Gold",TRUE
2006,"Turin","Skiing","Snowboard","SUI","Giant parallel slalom","M","Gold",TRUE
2006,"Turin","Skiing","Snowboard","SUI","Giant parallel slalom","M","Silver",FALSE
2006,"Turin","Skiing","Snowboard","SUI","Giant parallel slalom","W","Gold",TRUE
2006,"Turin","Skiing","Snowboard","SUI","Snowboard Cross","W","Gold",TRUE
2006,"Turin","Skiing","Snowboard","SVK","Snowboard Cross","M","Silver",FALSE
2006,"Turin","Biathlon","Biathlon","SWE","12,5km mass start","W","Gold",TRUE
2006,"Turin","Biathlon","Biathlon","SWE","7.5km","W","Silver",FALSE
2006,"Turin","Curling","Curling","SWE","curling","W","Gold",TRUE
2006,"Turin","Ice Hockey","Ice Hockey","SWE","ice hockey","M","Gold",TRUE
2006,"Turin","Ice Hockey","Ice Hockey","SWE","ice hockey","W","Silver",FALSE
2006,"Turin","Skiing","Alpine Skiing","SWE","Alpine combined","W","Bronze",FALSE
2006,"Turin","Skiing","Alpine Skiing","SWE","downhill","W","Bronze",FALSE
2006,"Turin","Skiing","Alpine Skiing","SWE","giant slalom","W","Bronze",FALSE
2006,"Turin","Skiing","Alpine Skiing","SWE","slalom","W","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","SWE","4x10km relay","M","Bronze",FALSE
2006,"Turin","Skiing","Cross Country S","SWE","Sprint 1,5km","M","Bronze",FALSE
2006,"Turin","Skiing","Cross Country S","SWE","Sprint 1,5km","M","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","SWE","Team sprint","M","Gold",TRUE
2006,"Turin","Skiing","Cross Country S","SWE","Team sprint","W","Gold",TRUE
2006,"Turin","Biathlon","Biathlon","UKR","7.5km","W","Bronze",FALSE
2006,"Turin","Skating","Figure skating","UKR","ice dancing","X","Bronze",FALSE
2006,"Turin","Bobsleigh","Bobsleigh","USA","two-man","W","Silver",FALSE
2006,"Turin","Curling","Curling","USA","curling","M","Bronze",FALSE
2006,"Turin","Ice Hockey","Ice Hockey","USA","ice hockey","W","Bronze",FALSE
2006,"Turin","Skating","Figure skating","USA","ice dancing","X","Silver",FALSE
2006,"Turin","Skating","Figure skating","USA","individual","W","Silver",FALSE
2006,"Turin","Skating","Short Track S.","USA","1000m","M","Bronze",FALSE
2006,"Turin","Skating","Short Track S.","USA","5000m relay","M","Bronze",FALSE
2006,"Turin","Skating","Short Track S.","USA","500m","M","Gold",TRUE
2006,"Turin","Skating","Speed skating","USA","10000m","M","Silver",FALSE
2006,"Turin","Skating","Speed skating","USA","1000m","M","Gold",TRUE
2006,"Turin","Skating","Speed skating","USA","1000m","M","Silver",FALSE
2006,"Turin","Skating","Speed skating","USA","1500m","M","Bronze",FALSE
2006,"Turin","Skating","Speed skating","USA","1500m","M","Silver",FALSE
2006,"Turin","Skating","Speed skating","USA","5000m","M","Gold",TRUE
2006,"Turin","Skating","Speed skating","USA","500m","M","Gold",TRUE
2006,"Turin","Skiing","Alpine Skiing","USA","Alpine combined","M","Gold",TRUE
2006,"Turin","Skiing","Alpine Skiing","USA","giant slalom","W","Gold",TRUE
2006,"Turin","Skiing","Freestyle Ski.","USA","moguls","M","Bronze",FALSE
2006,"Turin","Skiing","Snowboard","USA","Giant parallel slalom","W","Bronze",FALSE
2006,"Turin","Skiing","Snowboard","USA","Half-pipe","M","Gold",TRUE
2006,"Turin","Skiing","Snowboard","USA","Half-pipe","M","Silver",FALSE
2006,"Turin","Skiing","Snowboard","USA","Half-pipe","W","Gold",TRUE
2006,"Turin","Skiing","Snowboard","USA","Half-pipe","W","Silver",FALSE
2006,"Turin","Skiing","Snowboard","USA","Snowboard Cross","M","Gold",TRUE
2006,"Turin","Skiing","Snowboard","USA","Snowboard Cross","W","Silver",FALSE
