"Year","City","Sport","Discipline","NOC","Event","Event.gender","Medal","isgold"
1998,"Nagano","Skating","Speed skating","JPN","1000m","M","Bronze",FALSE
1998,"Nagano","Skating","Speed skating","JPN","500m","M","Gold",TRUE
1998,"Nagano","Skating","Speed skating","JPN","500m","W","Bronze",FALSE
1998,"Nagano","Skiing","Freestyle Ski.","JPN","moguls","W","Gold",TRUE
1998,"Nagano","Skiing","Ski Jumping","JPN","K120 individual (90m)","M","Bronze",FALSE
1998,"Nagano","Skiing","Ski Jumping","JPN","K120 individual (90m)","M","Gold",TRUE
1998,"Nagano","Skiing","Ski Jumping","JPN","K120 team (90m)","M","Gold",TRUE
1998,"Nagano","Skiing","Ski Jumping","JPN","K90 individual (70m)","M","Silver",FALSE
1998,"Nagano","Skating","Speed skating","KAZ","5000m","W","Bronze",FALSE
1998,"Nagano","Skiing","Cross Country S","KAZ","Combined 10km + 15km pursuit","M","Bronze",FALSE
1998,"Nagano","Skating","Short Track S.","KOR","1000m","M","Gold",TRUE
1998,"Nagano","Skating","Short Track S.","KOR","1000m","W","Bronze",FALSE
1998,"Nagano","Skating","Short Track S.","KOR","1000m","W","Gold",TRUE
1998,"Nagano","Skating","Short Track S.","KOR","3000m relay","W","Gold",TRUE
1998,"Nagano","Skating","Short Track S.","KOR","5000m relay","M","Silver",FALSE
1998,"Nagano","Skating","Short Track S.","KOR","500m","W","Bronze",FALSE
1998,"Nagano","Skating","Speed skating","NED","10000m","M","Bronze",FALSE
1998,"Nagano","Skating","Speed skating","NED","10000m","M","Gold",TRUE
1998,"Nagano","Skating","Speed skating","NED","10000m","M","Silver",FALSE
1998,"Nagano","Skating","Speed skating","NED","1000m","M","Gold",TRUE
1998,"Nagano","Skating","Speed skating","NED","1000m","M","Silver",FALSE
1998,"Nagano","Skating","Speed skating","NED","1000m","W","Gold",TRUE
1998,"Nagano","Skating","Speed skating","NED","1500m","M","Bronze",FALSE
1998,"Nagano","Skating","Speed skating","NED","1500m","M","Silver",FALSE
1998,"Nagano","Skating","Speed skating","NED","1500m","W","Gold",TRUE
1998,"Nagano","Skating","Speed skating","NED","5000m","M","Gold",TRUE
1998,"Nagano","Skating","Speed skating","NED","5000m","M","Silver",FALSE
1998,"Nagano","Biathlon","Biathlon","NOR","10km","M","Gold",TRUE
1998,"Nagano","Biathlon","Biathlon","NOR","10km","M","Silver",FALSE
1998,"Nagano","Biathlon","Biathlon","NOR","20km","M","Gold",TRUE
1998,"Nagano","Biathlon","Biathlon","NOR","4x7.5km relay","M","Silver",FALSE
1998,"Nagano","Biathlon","Biathlon","NOR","4x7.5km relay","W","Bronze",FALSE
1998,"Nagano","Curling","Curling","NOR","curling","M","Bronze",FALSE
1998,"Nagano","Skating","Speed skating","NOR","1500m","M","Gold",TRUE
1998,"Nagano","Skiing","Alpine Skiing","NOR","alpine combined","M","Silver",FALSE
1998,"Nagano","Skiing","Alpine Skiing","NOR","downhill","M","Silver",FALSE
1998,"Nagano","Skiing","Alpine Skiing","NOR","slalom","M","Gold",TRUE
1998,"Nagano","Skiing","Alpine Skiing","NOR","slalom","M","Silver",FALSE
1998,"Nagano","Skiing","Cross Country S","NOR","10km pursuit","M","Gold",TRUE
1998,"Nagano","Skiing","Cross Country S","NOR","15km mass start","W","Bronze",FALSE
1998,"Nagano","Skiing","Cross Country S","NOR","30km mass start","M","Silver",FALSE
1998,"Nagano","Skiing","Cross Country S","NOR","4x10km relay","M","Gold",TRUE
1998,"Nagano","Skiing","Cross Country S","NOR","4x5km relay","W","Silver",FALSE
1998,"Nagano","Skiing","Cross Country S","NOR","50km","M","Gold",TRUE
1998,"Nagano","Skiing","Cross Country S","NOR","5km","W","Bronze",FALSE
1998,"Nagano","Skiing","Cross Country S","NOR","Combined 10km + 15km pursuit","M","Gold",TRUE
1998,"Nagano","Skiing","Cross Country S","NOR","Combined 10km + 15km pursuit","M","Silver",FALSE
1998,"Nagano","Skiing","Freestyle Ski.","NOR","moguls","W","Bronze",FALSE
1998,"Nagano","Skiing","Nordic Combined","NOR","individual","M","Gold",TRUE
1998,"Nagano","Skiing","Nordic Combined","NOR","Team","M","Gold",TRUE
1998,"Nagano","Skiing","Snowboard","NOR","Half-pipe","M","Silver",FALSE
1998,"Nagano","Skiing","Snowboard","NOR","Half-pipe","W","Silver",FALSE
1998,"Nagano","Biathlon","Biathlon","RUS","4x7.5km relay","M","Bronze",FALSE
1998,"Nagano","Biathlon","Biathlon","RUS","4x7.5km relay","W","Silver",FALSE
1998,"Nagano","Biathlon","Biathlon","RUS","7.5km","W","Gold",TRUE
1998,"Nagano","Ice Hockey","Ice Hockey","RUS","ice hockey","M","Silver",FALSE
1998,"Nagano","Skating","Figure skating","RUS","ice dancing","X","Gold",TRUE
1998,"Nagano","Skating","Figure skating","RUS","ice dancing","X","Silver",FALSE
1998,"Nagano","Skating","Figure skating","RUS","individual","M","Gold",TRUE
1998,"Nagano","Skating","Figure skating","RUS","pairs","X","Gold",TRUE
1998,"Nagano","Skating","Figure skating","RUS","pairs","X","Silver",FALSE
1998,"Nagano","Skiing","Cross Country S","RUS","15km mass start","W","Gold",TRUE
1998,"Nagano","Skiing","Cross Country S","RUS","15km mass start","W","Silver",FALSE
1998,"Nagano","Skiing","Cross Country S","RUS","30km","W","Bronze",FALSE
1998,"Nagano","Skiing","Cross Country S","RUS","30km","W","Gold",TRUE
1998,"Nagano","Skiing","Cross Country S","RUS","4x5km relay","W","Gold",TRUE
1998,"Nagano","Skiing","Cross Country S","RUS","5km","W","Gold",TRUE
1998,"Nagano","Skiing","Cross Country S","RUS","Combined 5km + 10km pursuit","W","Gold",TRUE
1998,"Nagano","Skiing","Cross Country S","RUS","Combined 5km + 10km pursuit","W","Silver",FALSE
1998,"Nagano","Skiing","Nordic Combined","RUS","individual","M","Bronze",FALSE
1998,"Nagano","Bobsleigh","Bobsleigh","SUI","four-man","M","Silver",FALSE
1998,"Nagano","Curling","Curling","SUI","curling","M","Gold",TRUE
1998,"Nagano","Skiing","Alpine Skiing","SUI","giant slalom","M","Bronze",FALSE
1998,"Nagano","Skiing","Alpine Skiing","SUI","super-G","M","Silver",FALSE
1998,"Nagano","Skiing","Freestyle Ski.","SUI","aerials","W","Bronze",FALSE
1998,"Nagano","Skiing","Snowboard","SUI","giant-slalom","M","Bronze",FALSE
1998,"Nagano","Skiing","Snowboard","SUI","Half-pipe","M","Gold",TRUE
1998,"Nagano","Curling","Curling","SWE","curling","W","Bronze",FALSE
1998,"Nagano","Skiing","Alpine Skiing","SWE","downhill","W","Silver",FALSE
1998,"Nagano","Skiing","Cross Country S","SWE","50km","M","Silver",FALSE
1998,"Nagano","Biathlon","Biathlon","UKR","15km","W","Silver",FALSE
1998,"Nagano","Ice Hockey","Ice Hockey","USA","ice hockey","W","Gold",TRUE
1998,"Nagano","Luge","Luge","USA","doubles","X","Bronze",FALSE
1998,"Nagano","Luge","Luge","USA","doubles","X","Silver",FALSE
1998,"Nagano","Skating","Figure skating","USA","individual","W","Gold",TRUE
1998,"Nagano","Skating","Figure skating","USA","individual","W","Silver",FALSE
1998,"Nagano","Skating","Speed skating","USA","1000m","W","Silver",FALSE
1998,"Nagano","Skating","Speed skating","USA","1500m","W","Bronze",FALSE
1998,"Nagano","Skiing","Alpine Skiing","USA","super-G","W","Gold",TRUE
1998,"Nagano","Skiing","Freestyle Ski.","USA","aerials","M","Gold",TRUE
1998,"Nagano","Skiing","Freestyle Ski.","USA","aerials","W","Gold",TRUE
1998,"Nagano","Skiing","Freestyle Ski.","USA","moguls","M","Gold",TRUE
1998,"Nagano","Skiing","Snowboard","USA","Half-pipe","M","Bronze",FALSE
1998,"Nagano","Skiing","Snowboard","USA","Half-pipe","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Short Track S.","AUS","1000m","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Freestyle Ski.","AUS","aerials","W","Gold",TRUE
2002,"Salt Lake City","Biathlon","Biathlon","AUT","10km","M","Bronze",FALSE
2002,"Salt Lake City","Bobsleigh","Skeleton","AUT","individual","M","Silver",FALSE
2002,"Salt Lake City","Luge","Luge","AUT","singles","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","alpine combined","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","alpine combined","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","downhill","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","downhill","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","downhill","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","giant slalom","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","slalom","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","super-G","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","super-G","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","AUT","30km mass start","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","AUT","30km mass start","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Nordic Combined","AUT","individual","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Nordic Combined","AUT","sprint","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Nordic Combined","AUT","Team","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Freestyle Ski.","BLR","aerials","M","Bronze",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","BUL","10km pursuit","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Short Track S.","BUL","1500m","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Short Track S.","BUL","500m","W","Silver",FALSE
2002,"Salt Lake City","Curling","Curling","CAN","curling","M","Silver",FALSE
2002,"Salt Lake City","Curling","Curling","CAN","curling","W","Bronze",FALSE
2002,"Salt Lake City","Ice Hockey","Ice Hockey","CAN","ice hockey","M","Gold",TRUE
2002,"Salt Lake City","Ice Hockey","Ice Hockey","CAN","ice hockey","W","Gold",TRUE
2002,"Salt Lake City","Skating","Figure skating","CAN","pairs","X","Gold",TRUE
2002,"Salt Lake City","Skating","Short Track S.","CAN","1000m","M","Bronze",FALSE
2002,"Salt Lake City","Skating","Short Track S.","CAN","1500m","M","Bronze",FALSE
2002,"Salt Lake City","Skating","Short Track S.","CAN","3000m relay","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Short Track S.","CAN","5000m relay","M","Gold",TRUE
2002,"Salt Lake City","Skating","Short Track S.","CAN","500m","M","Gold",TRUE
2002,"Salt Lake City","Skating","Short Track S.","CAN","500m","M","Silver",FALSE
2002,"Salt Lake City","Skating","Speed skating","CAN","3000m","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Speed skating","CAN","5000m","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Speed skating","CAN","500m","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","CAN","5km pursuit","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Freestyle Ski.","CAN","aerials","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Freestyle Ski.","CAN","aerials","W","Silver",FALSE
2002,"Salt Lake City","Skating","Figure skating","CHN","pairs","X","Bronze",FALSE
2002,"Salt Lake City","Skating","Short Track S.","CHN","1000m","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Short Track S.","CHN","1000m","W","Gold",TRUE
2002,"Salt Lake City","Skating","Short Track S.","CHN","1500m","M","Silver",FALSE
2002,"Salt Lake City","Skating","Short Track S.","CHN","3000m relay","W","Silver",FALSE
2002,"Salt Lake City","Skating","Short Track S.","CHN","5000m relay","M","Bronze",FALSE
2002,"Salt Lake City","Skating","Short Track S.","CHN","500m","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Short Track S.","CHN","500m","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Alpine Skiing","CRO","alpine combined","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Alpine Skiing","CRO","giant slalom","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Alpine Skiing","CRO","slalom","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Alpine Skiing","CRO","super-G","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","CZE","15km mass start","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","CZE","5km pursuit","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Freestyle Ski.","CZE","aerials","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","EST","15km","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","EST","15km","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","EST","50km","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Freestyle Ski.","FIN","moguls","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Nordic Combined","FIN","individual","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Nordic Combined","FIN","individual","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Nordic Combined","FIN","sprint","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Nordic Combined","FIN","Team","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Ski Jumping","FIN","K120 individual (90m)","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Ski Jumping","FIN","K120 team (90m)","M","Silver",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","FRA","12.5km pursuit","M","Silver",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","FRA","4x7.5km relay","M","Bronze",FALSE
2002,"Salt Lake City","Skating","Figure skating","FRA","ice dancing","X","Gold",TRUE
2002,"Salt Lake City","Skiing","Alpine Skiing","FRA","downhill","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Alpine Skiing","FRA","slalom","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Alpine Skiing","FRA","slalom","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","FRA","slalom","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Freestyle Ski.","FRA","moguls","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Snowboard","FRA","Giant parallel slalom","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Snowboard","FRA","Giant parallel slalom","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Snowboard","FRA","Half-pipe","W","Silver",FALSE
2002,"Salt Lake City","Bobsleigh","Skeleton","GBR","individual","W","Bronze",FALSE
2002,"Salt Lake City","Curling","Curling","GBR","curling","W","Gold",TRUE
2002,"Salt Lake City","Biathlon","Biathlon","GER","10km","M","Silver",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","GER","10km pursuit","W","Silver",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","GER","12.5km pursuit","M","Bronze",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","GER","15km","W","Gold",TRUE
2002,"Salt Lake City","Biathlon","Biathlon","GER","20km","M","Silver",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","GER","4x7.5km relay","M","Silver",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","GER","4x7.5km relay","W","Gold",TRUE
2002,"Salt Lake City","Biathlon","Biathlon","GER","7.5km","W","Gold",TRUE
2002,"Salt Lake City","Biathlon","Biathlon","GER","7.5km","W","Silver",FALSE
2002,"Salt Lake City","Bobsleigh","Bobsleigh","GER","four-man","M","Gold",TRUE
2002,"Salt Lake City","Bobsleigh","Bobsleigh","GER","two-man","M","Gold",TRUE
2002,"Salt Lake City","Bobsleigh","Bobsleigh","GER","two-man","W","Bronze",FALSE
2002,"Salt Lake City","Bobsleigh","Bobsleigh","GER","two-man","W","Silver",FALSE
2002,"Salt Lake City","Luge","Luge","GER","doubles","X","Gold",TRUE
2002,"Salt Lake City","Luge","Luge","GER","singles","M","Silver",FALSE
2002,"Salt Lake City","Luge","Luge","GER","singles","W","Bronze",FALSE
2002,"Salt Lake City","Luge","Luge","GER","singles","W","Gold",TRUE
2002,"Salt Lake City","Luge","Luge","GER","singles","W","Silver",FALSE
2002,"Salt Lake City","Skating","Speed skating","GER","1000m","W","Silver",FALSE
2002,"Salt Lake City","Skating","Speed skating","GER","1500m","W","Gold",TRUE
2002,"Salt Lake City","Skating","Speed skating","GER","1500m","W","Silver",FALSE
2002,"Salt Lake City","Skating","Speed skating","GER","3000m","W","Gold",TRUE
2002,"Salt Lake City","Skating","Speed skating","GER","5000m","M","Bronze",FALSE
2002,"Salt Lake City","Skating","Speed skating","GER","5000m","W","Gold",TRUE
2002,"Salt Lake City","Skating","Speed skating","GER","500m","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Speed skating","GER","500m","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","GER","alpine combined","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","GER","4x10km relay","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","GER","4x5km relay","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","GER","5km pursuit","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","GER","Sprint 1,5km","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","GER","sprint 1.5km","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Nordic Combined","GER","sprint","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Nordic Combined","GER","Team","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Ski Jumping","GER","K120 team (90m)","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Ski Jumping","GER","K90 individual (70m)","M","Silver",FALSE
2002,"Salt Lake City","Luge","Luge","ITA","singles","M","Gold",TRUE
2002,"Salt Lake City","Skating","Figure skating","ITA","ice dancing","X","Bronze",FALSE
2002,"Salt Lake City","Skating","Short Track S.","ITA","5000m relay","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","ITA","downhill","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","ITA","super-G","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","ITA","super-G","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","ITA","10km","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","ITA","15km mass start","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","ITA","30km","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","ITA","30km","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","ITA","4x10km relay","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","ITA","Sprint 1,5km","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Snowboard","ITA","Giant parallel slalom","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Speed skating","JPN","500m","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Freestyle Ski.","JPN","moguls","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Short Track S.","KOR","1000m","W","Silver",FALSE
2002,"Salt Lake City","Skating","Short Track S.","KOR","1500m","W","Gold",TRUE
2002,"Salt Lake City","Skating","Short Track S.","KOR","1500m","W","Silver",FALSE
2002,"Salt Lake City","Skating","Short Track S.","KOR","3000m relay","W","Gold",TRUE
2002,"Salt Lake City","Skating","Speed skating","NED","10000m","M","Gold",TRUE
2002,"Salt Lake City","Skating","Speed skating","NED","10000m","M","Silver",FALSE
2002,"Salt Lake City","Skating","Speed skating","NED","1000m","M","Gold",TRUE
2002,"Salt Lake City","Skating","Speed skating","NED","1000m","M","Silver",FALSE
2002,"Salt Lake City","Skating","Speed skating","NED","1500m","M","Silver",FALSE
2002,"Salt Lake City","Skating","Speed skating","NED","3000m","W","Silver",FALSE
2002,"Salt Lake City","Skating","Speed skating","NED","5000m","M","Gold",TRUE
2002,"Salt Lake City","Skating","Speed skating","NED","5000m","W","Silver",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","NOR","10km","M","Gold",TRUE
2002,"Salt Lake City","Biathlon","Biathlon","NOR","12.5km pursuit","M","Gold",TRUE
2002,"Salt Lake City","Biathlon","Biathlon","NOR","15km","W","Silver",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","NOR","20km","M","Gold",TRUE
2002,"Salt Lake City","Biathlon","Biathlon","NOR","4x7.5km relay","M","Gold",TRUE
2002,"Salt Lake City","Biathlon","Biathlon","NOR","4x7.5km relay","W","Silver",FALSE
2002,"Salt Lake City","Curling","Curling","NOR","curling","M","Gold",TRUE
2002,"Salt Lake City","Skating","Speed skating","NOR","10000m","M","Bronze",FALSE
2002,"Salt Lake City","Skating","Speed skating","NOR","1500m","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","NOR","alpine combined","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Alpine Skiing","NOR","downhill","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","NOR","giant slalom","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","NOR","super-G","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","NOR","10km","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","NOR","10km pursuit","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","NOR","10km pursuit","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","NOR","15km","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","NOR","30km","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","NOR","30km mass start","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","NOR","4x10km relay","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","NOR","4x5km relay","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","NOR","50km","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","NOR","Sprint 1,5km","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","NOR","sprint 1.5km","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Freestyle Ski.","NOR","moguls","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Ski Jumping","POL","K120 individual (90m)","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Ski Jumping","POL","K90 individual (70m)","M","Bronze",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","RUS","10km pursuit","W","Gold",TRUE
2002,"Salt Lake City","Biathlon","Biathlon","RUS","20km","M","Bronze",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","RUS","4x7.5km relay","W","Bronze",FALSE
2002,"Salt Lake City","Ice Hockey","Ice Hockey","RUS","ice hockey","M","Bronze",FALSE
2002,"Salt Lake City","Skating","Figure skating","RUS","ice dancing","X","Silver",FALSE
2002,"Salt Lake City","Skating","Figure skating","RUS","individual","M","Gold",TRUE
2002,"Salt Lake City","Skating","Figure skating","RUS","individual","M","Silver",FALSE
2002,"Salt Lake City","Skating","Figure skating","RUS","individual","W","Silver",FALSE
2002,"Salt Lake City","Skating","Figure skating","RUS","pairs","X","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","RUS","10km","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","RUS","15km mass start","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","RUS","50km","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Cross Country S","RUS","sprint 1.5km","W","Gold",TRUE
2002,"Salt Lake City","Skiing","Ski Jumping","SLO","K120 team (90m)","M","Bronze",FALSE
2002,"Salt Lake City","Bobsleigh","Bobsleigh","SUI","two-man","M","Bronze",FALSE
2002,"Salt Lake City","Bobsleigh","Bobsleigh","SUI","two-man","M","Silver",FALSE
2002,"Salt Lake City","Bobsleigh","Skeleton","SUI","individual","M","Bronze",FALSE
2002,"Salt Lake City","Curling","Curling","SUI","curling","M","Bronze",FALSE
2002,"Salt Lake City","Curling","Curling","SUI","curling","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","SUI","giant slalom","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","SUI","4x5km relay","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Ski Jumping","SUI","K120 individual (90m)","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Ski Jumping","SUI","K90 individual (70m)","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Snowboard","SUI","Giant parallel slalom","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Snowboard","SUI","Half-pipe","W","Bronze",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","SWE","15km","W","Bronze",FALSE
2002,"Salt Lake City","Biathlon","Biathlon","SWE","7.5km","W","Bronze",FALSE
2002,"Salt Lake City","Ice Hockey","Ice Hockey","SWE","ice hockey","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","SWE","giant slalom","W","Silver",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","SWE","slalom","W","Bronze",FALSE
2002,"Salt Lake City","Skiing","Cross Country S","SWE","10km pursuit","M","Bronze",FALSE
2002,"Salt Lake City","Skiing","Snowboard","SWE","Giant parallel slalom","M","Silver",FALSE
2002,"Salt Lake City","Bobsleigh","Bobsleigh","USA","four-man","M","Bronze",FALSE
2002,"Salt Lake City","Bobsleigh","Bobsleigh","USA","four-man","M","Silver",FALSE
2002,"Salt Lake City","Bobsleigh","Bobsleigh","USA","two-man","W","Gold",TRUE
2002,"Salt Lake City","Bobsleigh","Skeleton","USA","individual","M","Gold",TRUE
2002,"Salt Lake City","Bobsleigh","Skeleton","USA","individual","W","Gold",TRUE
2002,"Salt Lake City","Bobsleigh","Skeleton","USA","individual","W","Silver",FALSE
2002,"Salt Lake City","Ice Hockey","Ice Hockey","USA","ice hockey","M","Silver",FALSE
2002,"Salt Lake City","Ice Hockey","Ice Hockey","USA","ice hockey","W","Silver",FALSE
2002,"Salt Lake City","Luge","Luge","USA","doubles","X","Bronze",FALSE
2002,"Salt Lake City","Luge","Luge","USA","doubles","X","Silver",FALSE
2002,"Salt Lake City","Skating","Figure skating","USA","individual","M","Bronze",FALSE
2002,"Salt Lake City","Skating","Figure skating","USA","individual","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Figure skating","USA","individual","W","Gold",TRUE
2002,"Salt Lake City","Skating","Short Track S.","USA","1000m","M","Silver",FALSE
2002,"Salt Lake City","Skating","Short Track S.","USA","1500m","M","Gold",TRUE
2002,"Salt Lake City","Skating","Short Track S.","USA","500m","M","Bronze",FALSE
2002,"Salt Lake City","Skating","Speed skating","USA","1000m","M","Bronze",FALSE
2002,"Salt Lake City","Skating","Speed skating","USA","1000m","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Speed skating","USA","1000m","W","Gold",TRUE
2002,"Salt Lake City","Skating","Speed skating","USA","1500m","M","Gold",TRUE
2002,"Salt Lake City","Skating","Speed skating","USA","1500m","W","Bronze",FALSE
2002,"Salt Lake City","Skating","Speed skating","USA","5000m","M","Silver",FALSE
2002,"Salt Lake City","Skating","Speed skating","USA","500m","M","Bronze",FALSE
2002,"Salt Lake City","Skating","Speed skating","USA","500m","M","Gold",TRUE
2002,"Salt Lake City","Skiing","Alpine Skiing","USA","alpine combined","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Alpine Skiing","USA","giant slalom","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Freestyle Ski.","USA","aerials","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Freestyle Ski.","USA","moguls","M","Silver",FALSE
2002,"Salt Lake City","Skiing","Freestyle Ski.","USA","moguls","W","Silver",FALSE
